email,booth,website,bio,fax,phone,name,address
qyixia@jptex.com,Booth no.:  3F39,http://WWW.JPTEX.COM,Upholstery Fabrics,(86) 0519 86320777,(86)  15961230992,"Changzhou Junjia Weaving&Dyeing; Co.,Ltd",NO.16 YANGJIANG RD WUJIN TEXTILE INDUSTRY DISTRICT
1598954324@QQ.COM,Booth no.:  5.2C30,,Upholstery Fabrics,(86) 0573 87553433,(86) 0573 87552811,u5f69u5c79u00b7u79c0,u6d77u5b81u4e2du56fdu5bb6u7ebau57ceu56fdu9645u8d38u6613u4e2du5fc33F-D01
htdecoration@aliyun.com,Booth no.:  3K76,http://htdecoration@aliyun.com,"Sun Protection Systems & Accessories, Sun protection systems (sunshade, roman, venetian blind)",(86) 0512 52836816,(86) 0512 52834815,"Changshu Huatong Hometextile Decoration Co., Ltd.","No. 1 Nanxi Road, Changkun Industrial Park, Changshu,"
xiejian@jinbaisheng.cn,Booth no.:  3Q32,,"Bedding products (bed linen, blanket, bedspread), Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0512 52912008,(86) 0512 52524985,"Changshu Jinbaisheng Knitting Co.,Ltd","No.66 Tongcao Road,Guli Town,Changshu City,Jiangsu Province,China"
yh@yonghuang.cn,Booth no.:  3K65,http://http// www.yonghuang.cn,Sun Protection Systems & Accessories,(86) 0768 8881954,(86) 0768 8888954,"Guang Dong Yong Huang Leisure Products Co.,Ltd","Across The Expressway Of Shan Men Village,Lian Rao Town,Rao Ping County,Chao Zhou City,Guang Dong "
niki.zhang@prestigious.co.uk,Booth no.:  5.1F01,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 513 8011 6788,(86) 513 8011 5021,DM,China
871291793@qq.com,Booth no.:  6.1G39,,Upholstery Fabrics,(86) 0571 89266177,(86) 0571 89266166," Edmtex Homefashion(Hangzhou) Co.,Ltd.  "," NO.633 LINPING AVE, HANGZHOU, ZHEJIANG, CHINA "
eva.fong@msa.hinet.net,Booth no.:  4.1B76,http://www.taiwantrade.com.tw/evafongshades,"Sun Protection Systems & Accessories, Sun protection systems (sunshade, roman, venetian blind), Sun protection accessories (curtain track, rod & motor)",(886) 6 681 7166,(886) 6 681 7188 / 681 7199,Eva Fong Shades Co Ltd,"120-30, Neijiao, Beihe Dist, Tainan City 73256, Taiwan, China"
prasadsurve@ghcl.co.in,Booth no.:  4.1F15,http://www.ghcl.co.in,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Cushion, Other home textile products, Machinery for Home Textile (Digital printing, sewing machine), Textiles for hospitality industry",,  91 99 8758 8458,GHCL Ltd,"105, Kasakia Spaces, Western Edge II, Western Express Highway, Borivali (E), Mumbai 400066, India"
info@noda-fineart.com,Booth no.:  4.1C29,http://www.fineart-studio.co.jp,"Other home textile products, Design Artwork, Testing & Certification",(81) 75 874 4544,(81) 75 874 4544,Fine Art Inc,"NTB Building 2F, 32, Nishiikeda-cho, Nishikyogoku, Kyoto 615-0851, Japan"
,Booth no.:  4.1C92,,,,,Guang Zhou Xu Cheng Electronic Technology Co Ltd,"No 3, Hai Chong Rd, Shiji Village, Guannan Yong Development Zone, Shiji Town, Guangzhou 511450, China"
1040813614@qq.Com,Booth no.:  3G75,http://www.wintom.net,"Sun Protection Systems & Accessories, Sun protection systems (sunshade, roman, venetian blind)",(86) 021  69131207,(86) 021  69112117,Guangdong Chuanging Sun-Shade Technology Co.;Ltd,"Room 401,Building 4,International Cretive Valley,Science"
jinlian01@jinlianblinds.com,Booth no.:  3G52,http://www.jinlianblinds.com,"Sun Protection Systems & Accessories, Sun protection accessories (curtain track, rod & motor)",(86) 0757 28989683,(86) 0757 28988911,"Guangdong Jinlian Window Fashion Co.,Ltd","No.32,Junye Rd.,Suixiang, Ronggui,Shunde District,Foshan city, Guangdong P.,China "
357179884@qq.com,Booth no.:  3G42,http://www.dgridong.cc,"Curtain, window screening products (fabrics & fine products), Sun Protection Systems & Accessories, Textile for smart home, Wall covering products",(86)  82030502,(86)  13412338749,Dong Guan Ri Dong Ultrasonic Machiney Coltd,"No.1 Shuibei Industry Estate, Fenggang Town, Dongguan City, Guangdong, China"
camillaliu@mintins.com,Booth no.:  6.2M11,http://www.mintins.com,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0769 89057655,(86) 0769 89057668,"Dongguan Mintins New Material Technology Co.,Ltd","No.144 Jiaju Avenue Houjie Town Dongguan City, "
happylife1987@163.com,Booth no.:  6.2K07,,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0769 85928303,(86) 0769 85929966,"Dongguan Yinhua Leather Co.,Ltd","No.11, Guanmei Xiayuan Road, Shuanggang Village, "
lisarao@elite-textiles.com,Booth no.:  6.1G27,,Upholstery Fabrics,(86) 571 89262682,(86) 571 89262681-8001,"Elite Textile(Hangzhou)Co.,Ltd ", NO.8 WUZHOU ROAD LINPING YUHANG HANGZHOU ZHEJIANG 
elkastudio@gmail.com,Booth no.:  4.1C33,http://www.elkastudio.com,"Other home textile products, Design Artwork, Testing & Certification",(33) 9 5689 4307,(33) 9 5189 4307,Elka Studio Design,"36 Rue Saint Placide, Paris 75006, France"
everfineart@hotmail.com,Booth no.:  4.1B30,http://www.everfinedesign.com,"Other home textile products, Machinery for Home Textile (Digital printing, sewing machine), Design Artwork, Testing & Certification",(82)  32 651 1939,(82)  10 2506 6290,Ever Fine Design,"Taeryong B/D 3F, Simgok-ro, 27 beon-gil 3, Sosa-gu, Bucheon-si, Gyeonggi-do 14715, Korea"
visitors@epch.com; seminar@epch.com,Booth no.:  4.1H25,http://www.epch.in,"Bedding & Towelling, Cushion, Upholstery Fabrics, Upholstery leather & Soft decoration, Textile for Household Products, Decorative paintings, mirrors & frames, Ceramic and glass housewares, Decorative lightings, room fragrances, Ratten-weaved products/ Wooden handicrafts, Other home textile products, Publication",(91) 11 2613 5518/ 19 ,(91) 11 2613 5256/ 57/ 58,Export Promotion Council for Handicrafts,"EPCH House, PKT 6&7, Sector C, LSC, Vasant Kunj, New Delhi , India"
1164823123@qq.com,Booth no.:  6.2T62,,Upholstery Fabrics,(86) 0573 87563351,(86) 0573 87563351,u9038u54c1u98deu626cu6709u9650u516cu53f8,YUHANG 
abira@ggloryind.com,Booth no.:  4.1C14,http://www.ggloryind.com,"Bedding & Towelling, Cushion, Upholstery Fabrics, Upholstery leather & Soft decoration, Sun Protection Systems & Accessories, Textile for smart home, Textile for Household Products, Carpet & Rugs, Table & kitchen linens",(852)  2399 7070,(852)  2730 0343,Global Glory Industrial Ltd,"C5, 22/F, TML Tower, 3 Hoi Shing Road, Tsuen Wan, N T, Hong Kong, China"
ivy@globalsamplebooks.com,Booth no.:  3N20,http://www.globalsamplebooks.com,Accessories,(86) 0571 86207781,(86) 0571 86208506,"Global Sample Book Co.,Ltd.Hangzhou)","No.1 Tangning Road ,Yuhang Economy Developing "
8016@yfa.com,Booth no.:  3G56,http://www.yfa.tm,Sun Protection Systems & Accessories,(86) 757 85520011,(86) 757 8556511-8016,"Foshan City Nanhai Yongfeng Aluminium Co., Ltd.",Xiebian Industrial Area Dali Twon Nanhai District Foshan City Guangdong
5429636@qq.com,Booth no.:  5.1F95,http://WWWW.fsjinhua.com.cn,Upholstery Fabrics,(86) 0757 82026270,(86) 0757 82026270,"Foshan District Of Chancheng City, Jinhua Textile Industry Company",Foshan city Chancheng District Zhang Chadong Po Luo Pocun West IndustrialZone No. 2
2928989751@qq.com,Booth no.:  4.1F12,,,(86) 771 4796765,(86) 771 4796765,Guangxi Xuanfeng Lighting Engineering Co Ltd,"No.204, Powder Factory district one,  Nanning city 530011, China"
290442567@qq.com,Booth no.:  6.1L08,,Upholstery Fabrics,(86)  86781658,(86)  15168320265,Guanm Oculturalcreative ,28 Linping road yuhang Hangzhou Zhejiang China(ln the lnter section of No.320 National highway and xintian Road
pushkar@hsexports.org,Booth no.:  4.1A68,,,,  91 129 251 0068,H S Exports,"D2/430, Shiv Durga Vihar, Faridabad, 121109, India"
dongjaekorea@hanmail.net,Booth no.:  4.1H50,,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Terry & toweling products & bath mats, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Sun Protection Systems & Accessories, Textile for smart home",(82) 53 591 1342,(82) 53 591 1340,Dongjae Co Ltd,"63, Seongseo-ro 71-Gil, Dalseo-gu, Daegu 42703, Korea"
1010204847@qq.com,Booth no.:  3N11,,Accessories,(86) 010 60220226,(86) 010 60220226,Dorjee Internationnal Tradeco.Ltd,"Room 352block B,Great Ocean RoadBeijingChaoyang DistrictChina"
kienltd@gmail.com; duckiencolid@gmail.com,Booth no.:  4.1A12,http://duckienltd.com,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Cushion, Textile for Household Products, Table & kitchen linens",  80 035 1388 2408,  80 904 241 887,DucKien Co Ltd,"An Hoa Craft Village Thanh Ha Commune, Thanh Liem District, Ha Nam 400000, Vietnam"
mia@en-rising.com,Booth no.:  6.2K17,,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0769 82686497,(86) 0769 89865210,En-Rising International Co. Ltd,"Room 608, Yayuan Business Building, NO. D15 Fumin Walking Street, Nancheng District, Dongguan"
dgoria@edaspa.it;sfurlan@edaspa.it,Booth no.:  4.1F22,http://www.edaspa.com,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Sun Protection Systems & Accessories, Textile for smart home",(39) 31 357 3655,(39) 31 357 3611,Enzo Degli Angiuoni Spa,"Via Europa 33/39, Garbagnate Monastero, LC 23846, Italy"
460073638@qq.com,Booth no.:  5.2F41,,Upholstery Fabrics,(86) 0573 87580760,(86)  13567350750,Eoch Sky,Zhejiang haining Xu Village double east road no. 28
naveen@fairexportspnp.com,Booth no.:  4.1A71,http://www.fairexportspnp.com,"Bedding & Towelling, Terry & toweling products & bath mats, Cushion, Textile for Household Products, Carpet & Rugs, Table & kitchen linens",  91 180 266 5080,  91 97 2906 7010,Fair Exports,"Plot #1351, Sector-25, Part II Huda, Panipat 132103, India"
nadeem@farshirugs.com,Booth no.:  3K36,http://www.farshirugs.com,"Bedding & Towelling, Cushion, Upholstery Fabrics, Upholstery leather & Soft decoration, Textile for Household Products, Carpet & Rugs",,  91 70 8125 2710,Farshi Rugs,"1734/3, Makhoopur, Khairabad, Sitapur 261131, India"
LYNN@FASHION2006.CN,Booth no.:  6.1C41,,Upholstery Fabrics,(86) 0573 87562666,(86) 0573 87586888,Fashion Mark Mills Hangzhou,NO:7 YANGJIATAN ZHUANGWAN VILLAGE XUCUN TOWN HAINING CITY
yiyun.tao@gtatextileshangzhou.com,Booth no.:  4.1H29,,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",,  86 571 5789 0100,Global Textile Alliance (Hangzhou) Co Ltd,"588 Linping Avenue, Yuang Econ Dev Zone, Hangzhou, Zhejiang China"
serhat@gokhan.com.tr,Booth no.:  4.1H53,http://www.gokhan.com.tr / www.softcotton.com.tr,"Bedding & Towelling, Terry & toweling products & bath mats",(90) 258 268 4923,(90) 258 268 0657,Gokhan Tekstil Sanayi Ve Ticaret A S,"Organize Sanayi Bolgesi, Fahri Karaca Caddesi, No 13, Honaz, Denizli 20330, Turkey"
valdio1@daum.net,Booth no.:  4.1J45,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(82) 53 584 7180,(82) 53 584 7181,Gold Star Textile,"1320-10, Sindangdong, Dalseogu, Daegu 42709, Korea"
714707146@qq.com,Booth no.:  3H49,http://www.douglaschina.com,Sun Protection Systems & Accessories,(86) 0757 86820979,(86) 0757 86820969,"Foshan Douglas Smart Home Technology Co., Ltd","4,jishui industrial park Xiqiao town ,Foshan city ,Guangdong province "
197686738@qq.com,Booth no.:  6.2P68,,Upholstery Fabrics,(86) 0757 29839950,(86) 0757 29223907,"Foshan Hanhui Textile Co.,Ltd.","No.31,Row1,Area C,Asia building,325 national road,Longjiang town,"
thlemily@163.com,Booth no.:  4.1F96,,Upholstery Fabrics,(86) 0573 87555078,(86) 0573 87583298,"Hai Ning Qiancao Liangpin  Textileco,Ltd",NO.68 SHEN JIAYANG XINYI INDUSTRIAL PARK XU CUN TOWN HAI NING ZHEJIANG
398433705@qq.com,Booth no.:  6.2W12,,Upholstery Fabrics,(86) 0573 87567271,(86) 0573 87565108,Haimng Donghu Textile.Co.Ltd,HAINING XUCUN INDUSTRIAL PARK NORTH 25-27
cnhantextile@163.com,Booth no.:  6.2T36,,Upholstery Fabrics,(86) 0573 87760090,(86) 0573 87760090,"Haining  Han  Textile  Co.,Ltd.","NO.7 WENQIAO INDUSTRIAL ZONE,XUNCUN HAINING,ZHEJIANG"
dunogfidur@dunogfidur.is,Booth no.:  4.1B11,http://www.dunogtidur.is,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread)",,  354 551 8740/ 354 511 2004/ 354 861 4186,Dun og Fiour ehf,"Laugavegi 86, Reykjavik 101, Iceland"
CHB5156557@163.COM,Booth no.:  3G69,,"Sun Protection Systems & Accessories, Machinery for Home Textile (Digital printing, sewing machine)",(86) 0576 85229667,(86) 0576 85156557,Dyblh,u6d59u6c5fu7701u4e34u6d77u5e02u6df1u752bu897fu8def42-90u53f7
tuncs@believe.com.tr,Booth no.:  4.1G47,http://www.believe.com.tr,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Wall covering products, Textile for Household Products, Wall covering products, Carpet & Rugs, Table & kitchen linens",(90) 212 771 1648,(90) 212 771 1640,E T G Tekstil San Ve Tic Ltd Sti,"Hadimkoy Mah Ozguler Sok No 1, Arnavutkoy, Istanbul 34555, Turkey"
mkaba@epengle.com.tr,Booth no.:  4.1H47,http://www.epengle.com.tr,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration",(90) 212 482 2700,(90) 212 482 2660,Epengle Tekstil Endustri Ve Ticaret A S,"Dokumacilar Sitesi Sok No 4, Istanbul 34010, Turkey"
enquiry@essenza.com.hk,Booth no.:  5.1C19,,"Upholstery Fabrics, Upholstery leather & Soft decoration",,  852 3105 3206,Essenza,"16/F, Winsan Tower, 98 Thomson Rd, Wan Chai, Hong Kong, China"
,Booth no.:  4.1B99,http://www.fashionprint.com,"Other home textile products, Machinery for Home Textile (Digital printing, sewing machine)",(86) 21 6083 1288,(86) 21 6083 1288,Fashion Print,"1604-1606, No 355 Moling Rd, Jang an District, Shanghai 200070, China"
mark.vervaeke@fedustria.be,Booth no.:  4.1H27,http://www.fedustria.be,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Terry & toweling products & bath mats, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Textile for Household Products, Table & kitchen linens",(32) 9 242 9829,(32) 9 242 9820,Fedustria vzw,"Poortakkerstraat 98, Gent B-9051, Belgium"
"sumair.nisar@feroze1888.com, sikander.javed@feroze1888.com, mirza.umair@feroze1888.com",Booth no.:  4.1F09,http://www.feroze1888.com,"Bedding & Towelling, Terry & toweling products & bath mats, Textile for Household Products, Table & kitchen linens",(92) 21 3257 4545,(92) 21 3256 7890,Feroze1888 Mills Ltd,"Plot no B-4/A, S I T E, Karachi 75700, Pakistan"
sunil@goldenterrytowel.com,Booth no.:  4.1B06,http://www.goldengroupofindustries.com,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Terry & toweling products & bath mats, Textile for Household Products, Carpet & Rugs",,  91 99 9600 0527,Golden Terry Towel Pvt Ltd,"Village Jhattipur, G T Rd, Panipat 132103, India"
405690439@qq.com,Booth no.:  3K45,,Sun Protection Systems & Accessories,(86) 0579 85184732,(86) 0579 86417355,Good Living,"Wenzhou city, zhejiang damen town dongto  area door lane 39"
MLQ@163.com,Booth no.:  5.2C71,,Upholstery Fabrics,(86)  87589331,(86)  87589329,Grittytex,No.8 North garden Road Shenshi lianmen Industrial XuCun Haining Zhejiang China
527235110@qq.com,Booth no.:  6.2W37,,Upholstery Fabrics,(86) 0573 87566209,(86) 0573 87566209,Four Textile,Xucun Haining
kenny@linwangtex.com,Booth no.:  4.1C70,http://www.linwangtex.com,,(86) 512 6351 8910,(86) 512 6357 8665,Fu-Tex (Hong Kong) Co Ltd,"Rm 1611B, 16/F Ho King Comm Ctr, No 2-16 Fa Yuen St Mongkok, Kln Hong Kong, China"
julie@jmdraperyhardware.com,Booth no.:  3G62,http://www.xuchangdrapery.com,"Upholstery Fabrics, Sun Protection Systems & Accessories, Sun protection accessories (curtain track, rod & motor)",(86) 0592 6157213,(86) 0592 6157230,"Fujian Fta Test Area Xiamen Area Jm Designer Drapery Hardware Co.,Ltd.","161-165 Dutian Road,Jimei North Industrual Zone Xiamen  China"
knox@eurasitex.com.cn,Booth no.:  4.1H81,http://www.eurasitex.com.cn,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Wall covering products, Sun protection systems (sunshade, roman, venetian blind)",(86) 021 54220575,(86) 021 54220567,Eurasitex Corporation ,"NO.1000 DONGHU NORTH ROAD,YUNHE,YUHANG,HANGZHOU,ZHEJING,311100 CHINA  "
marketing@china-euroart.com,Booth no.:  5.1F17,http://www.china-euroart.com,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Wall covering products, Textile for Household Products, Wall covering products, Carpet & Rugs",(86) 10 8427 0536,(86) 10 8427 0597,Euroart Co Ltd,"Jianke Binguan, A2 Xinghua Rd, , Anwai St, Chaoyang District, Beijing, China"
h.amano@gsi.co.jp,Booth no.:  4.1B04,http://www.gsi.co.jp,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration",(81) 6 6944 2721,(81) 6 6944 2628,GSI Creos Corporation,"Otemae 1-7-31, Chuo-ku, Osaka 540 6591, Japan"
kevin@full-color.com.tw,Booth no.:  4.1A72,http://www.full-color.com.tw,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(886) 4 758 2470,(886) 4 758 2468,Full Color Co Ltd,"No 101-11, Shia Li Rd, Chang Hua  50742, Taiwan, China"
admin@gmsyntex.com,Booth no.:  4.1C50,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",,  91 22 6155 9898,G M Syntex Pvt Ltd,"Dhana Singh Compound, J B Nagar, Mumbai 400059, India"
kapoknl@163.com,Booth no.:  5.2C27,,Upholstery Fabrics,(86) 0573 87580097,(86) 0573 87552100,"Haining City Nanling Textile Co.,Ltd",TIANSHUN ROAD XUCUN TOWN HAINING CITY
352493167@qq.com,Booth no.:  5.2F15,,Upholstery Fabrics,(86) 0573 87997171,(86) 0573 87996333,"Haining Donggang Taixin Textile Co.,Ltd",Textile Technology Industriai Zong Xuxiang Hanning Zhejiang China
408093257@qq.com,"Booth no.:  5.2K08,6.2T07",,Upholstery Fabrics,(86) 573 87556859,(86) 573 87580108,"Haining City Shengjieda Textile Co.,Ltd","B7 Bldg,7#Xinfeng Road,Yongfu industrial zone,Xucun,Haining,Zhejiang,China"
102252459@qq.com,Booth no.:  5.2F89,,Upholstery Fabrics,(86) 0573 13758350888,(86) 0573 87555838,"Haining City Wujiayi Textile Co.,Ltd","No.10, science and technology park,xucun town, haining city, zhejiang province"
jason@cntex.net.cn,Booth no.:  5.2C48,,Upholstery Fabrics,(86) 0573 87581988,(86) 0573 87566988,"Haining Cn Textiles Co.,Ltd.",No.10 Sunqiao road Xucun industrial zone Haining city Zhejiang province
352848927@qq.com,Booth no.:  5.2N01,,Upholstery Fabrics,(86) 0573 87568801,(86)  87568801,"Haining Du Cai Textile Co., Ltd.",Zhejiang city of Haining province Xucun town SunQiao village ShuLangBang No. 91
